typ_cit	typ_freq_abs
Außenlampe	1
Außenlinie	1
Außenseiter	2
Außenskelett	1
Außentasche	1
Außentreppe	2
Außenverteidiger	2
Außenwand	1
Außer	32
Außerdem	180
Außergewöhnliches	2
Außerhalb	1
Außerirdische	2
Außerirdischen	1
Außerirdischer	2
Außerordentliches	1
Auto	165
Auto-	1
Auto-Ausflug	1
Autoabgase	4
Autoatlas	1
Autobahn	8
Autobahn-Parkplatz	1
Autobahnen	1
Autobus	2
Autobusses	1
Autodach	2
Autodreck	1
Autofahren	2
Autofahrer	10
Autofahrern	2
Autofahrt	2
Autofensterscheibe	1
Autogestank	1
Autogramm	3
Autogrammen	2
Autohof	2
Autohupe	1
Autokennzeichen	1
Automatische	1
Autonummer	1
Autonummern-Trick	1
Autopannen-Dienst	1
Autoquartett	2
Autoquartetts	1
Autor	11
Autor/	1
Autor/Autorin	1
Autoradios	1
Autoreifen	3
Autoreise	1
Autoren	3
Autoren-Lexikon	2
Autorennbahn	2
Autorin	12
Autorinnen	1
Autorität	1
Autos	53
Autoscheibe	1
Autoschlüssel	2
Autositz	1
Autostunde	1
Autostunden	1
Autotelefon	1
Autotransporter	3
Autotür	1
Autotüren	2
Autotyp	1
Autowrack	2
Autozusammenstoß	1
Autsch	11
Auwei	1
Auweia	21
Avie	1
Avocadosalat	2
Awel	1
Ax	1
Axel	11
Axels	2
Axt	9
Ay	1
Aye	1
Ayla	26
Aysche	17
Ayse	11
Ayses	2
Azteken	1
a	20
aaaahhh	1
aauh	1
ab	805
ab!	14
ab.	5
ab?	4
abbeißen	6
abbeißt	1
abbekamen	1
abbekommen	2
abbekommt	1
abbiegen	6
abblocken	1
abbrach	1
abbrechen	3
abbringen	2
abdecken	1
abdichten	2
abdrücken	3
abendlichen	1
abends	71
abenteuerlich	4
abenteuerliche	2
abenteuerlichen	4
abenteuerlustig	2
aber	2317
abermals	4
abertausendmal	1
abfahren	3
abfallen	1
abfällig	1
abfällige	1
abfällt	2
abfiel	1
abfinden	1
abflaute	1
abfotografieren	2
abfuhren	1
abführte	1
abgab	2
abgasfrei	1
abgearbeitet	1
abgebaut	1
abgeben	16
abgebildet	13
abgebildeten	1
abgebissen	2
abgebissenem	1
abgeblasen	1
abgeblieben	1
abgebogen	1
abgebrochen	7
abgebrochene	2
abgebrochenen	1
abgebröckelt	1
abgebunden	1
abgedampft	2
abgedreht	2
abgedruckt	3
abgedunkelten	1
abgefahren	2
abgefallen	2
abgefallene	1
abgefummelt	1
abgefunden	1
abgegangen	1
abgegeben	8
abgegebene	1
abgegrast	1
abgegrenzte	1
abgegriffen	1
abgeguckt	2
abgehackt	4
abgehackte	1
abgehalten	1
abgehauen	9
abgehen	2
abgeholt	8
abgeht	1
abgekartete	1
abgekauft	1
abgekämpftes	1
abgeklappert	1
abgeknickt	3
abgeknickten	1
abgeknipster	1
abgekochte	1
abgekommen	1
abgekriegt	1
abgekühlt	1
abgekühlte	1
abgeladen	3
abgelassen	2
abgeleckt	1
abgelegen	1
abgelegene	2
abgelegenen	1
abgelegenes	1
abgelegt	4
abgelehnt	1
abgelenkt	13
abgelesen	1
abgeliefert	3
abgelöst	1
abgemacht	8
abgemagert	2
abgemagerten	2
abgemagerter	1
abgemeldet	2
abgenagt	1
abgenagte	1
abgenagten	2
abgeneigt	1
abgenommen	12
abgenommenem	1
abgenutzt	2
abgepumpt	1
abgeräumt	2
abgereist	2
abgerichtet	2
abgerieben	1
abgerissen	7
abgerissenen	1
abgerollt	1
abgerundeten	1
abgerutscht	2
abgesagt	4
abgesaugt	1
abgesägten	2
abgeschabt	1
abgeschabter	1
abgeschaut	1
abgeschickt	1
abgeschlafft	1
abgeschlagene	1
abgeschleppt	2
abgeschliffen	1
abgeschlossen	8
abgeschnitten	8
abgeschnittene	2
abgeschossen	1
abgeschrieben	8
abgeschweißt	1
abgesehen	2
abgesetzt	4
abgesichert	1
abgesperrt	2
abgespielt	1
abgespreiztem	1
abgesprengt	1
abgesprochen	2
abgesprüht	1
abgestaubt	2
abgesteckt	1
abgestellt	8
abgestotzt	1
abgestrampelt	1
abgestürzt	9
abgetaucht	1
abgetrennt	1
abgetrocknet	4
abgewartet	1
abgewaschen	3
abgewetzt	1
abgewetzter	1
abgewimmelt	1
abgewischt	1
abgeworfen	2
abgewöhnen	6
abgewöhnt	1
abgezapft	1
abgezeichnet	1
abgezogen	4
abgezupft	1
abgezupften	1
abgibt	2
abgießen	1
abgießt	1
abging	4
abgrasten	1
abgrenzt	1
abgrundtiefes	1
abgucken	4
abhacken	1
abhalten	2
abhanden	2
abhauen	10
abhaut	2
abhaute	1
abhängen	1
abhängt	1
abheben	2
abhebt	1
abheilen	1
abholbereit	1
abholen	28
abholt	7
abholte	1
abholzen	1
abhopsen	1
abhören	1
abhüpfen	1
abhüpfte	1
abjagen	2
abkaufen	2
abkaufte	1
abklappern	2
abklären	1
abknutschen	1
abkriegen	1
abkühlt	3
abkürzen	1
abküssen	1
ablagern	1
ablassen	2
abläuft	1
ablecken	1
ableckte	1
ablegen	1
ablehnen	5
ablehnend	1
ablehnt	1
ablenken	8
ablenkt	1
ablesen	3
abliefern	2
abliest	1
ablutschen	1
abmarschbereit	1
abmelden	2
abmontierte	1
abnagte	1
abnahm	1
abnehmen	7
abnimmst	2
abnimmt	1
abnutzen	2
abpassen	1
abpfeift	1
abpflücken	2
abpumpen	2
abräumen	1
abräumt	1
abreisen	1
abreißen	4
abrieb	1
abriss	1
abrubbeln	1
abrupt	6
abrutscht	1
abrutschte	1
absackte	1
absagen	3
abschätzen	1
abschätzend	1
abschätzig	1
abscheulich	3
abscheuliche	2
abscheulichen	1
abscheulicher	1
abschlagen	3
abschlägt	1
abschlecken	1
abschließen	1
abschließend	1
abschließt	2
abschloss	1
abschmecken	1
abschminken	3
abschneiden	7
abschneidet	4
abschnitt	1
abschrauben	1
abschrecken	2
abschreiben	6
abschreibst	1
abschrubben	1
abschüssige	1
abschüssigen	3
abschütteln	3
abschwoll	1
absegelten	1
abseifen	1
abseits	5
absetzen	8
absetzt	1
absetzte	3
absichtlich	10
absinken	1
absinkt	1
absolut	21
absolute	3
absoluten	2
absolutes	1
absolvieren	1
absolviert	2
absonderlich	1
absonderliche	1
abspenstig	1
absplittern	1
abspringen	2
abspringt	2
abstammen	1
abstand	1
abstatten	1
abstaubte	1
abstehen	2
abstehenden	1
absteigen	5
abstellen	3
abstellte	1
abstieg	2
abstiegen	1
abstimmen	2
abstoßend	1
abstrampeln	1
abstreicht	1
abstreiten	1
abstürzen	8
abstützen	1
abstützte	1
absuchen	2
absurd	1
absurde	1
abtastet	1
abtauchen	1
abtaucht	1
abtransportieren	1
abtrieb	1
abtrocknen	2
abverlangt	1
abwandten	1
abwarten	12
abwartend	2
abwaschbar	1
abwaschen	4
abwärts	4
abwärtssegelte	1
abwechselnd	16
abwechselnde	1
abwechselt	1
abwechslungsreicher	1
abwehrend	2
abwehrt	1
abweisend	1
abwenden	2
abwerfen	1
abwesend	5
abwies	1
abwimmeln	1
abwischen	1
abzapfen	1
abzählen	1
abziehen	1
abziehendes	1
abzieht	2
abzuarbeiten	1
abzubekommen	1
abzubiegen	1
abzublättern	1
abzubremsen	1
abzubringen	1
abzudecken	1
abzufüllen	1
abzugeben	3
abzuhalten	1
abzuhauen	1
abzuholen	20
abzuhopsen	1
abzukriegen	1
abzukühlen	1
abzulecken	1
abzulenken	3
abzumontieren	1
abzunehmen	2
abzupfen	1
abzuprallen	1
abzuräumen	1
abzureißen	1
abzurutschen	1
abzuschlecken	1
abzuschließen	2
abzuschnallen	1
abzuschreiben	2
abzuschütteln	2
abzuschwenken	1
abzustatten	1
abzustauben	1
abzusteigen	2
abzustürzen	2
abzustützen	2
abzusuchen	3
abzutrocknen	3
abzuwarten	3
abzuwaschen	2
abzuwehren	1
abzuwenden	1
abzuwerfen	2
abzuzeichnen	1
abzweigt	3
ach	14
achselzuckend	3
acht	97
achtarmigen	1
achtbares	1
achten	16
achtet	11
achtete	5
achteten	3
achtgeben	4
achthundert	1
achtjährige	1
achtkantig	1
achtlos	3
achtmal	3
achtunddreißig	1
achtundvierzig	1
achtzehn	12
achtzehnten	1
achtzig	7
achtzigsten	1
achtzisch	1
acka	1
ade	1
adeliges	1
adligen	1
adoptiert	2
affigen	1
afrikanischen	2
aggredi	1
aggressiv	2
aggressiven	3
ah	2
aha	4
ahmte	1
ahne	2
ahnen	8
ahnend	1
ahnst	2
ahnt	17
ahnte	19
ahnten	9
ahnungslos	2
ahnungslose	2
ahnungslosen	2
ahnungsvoll	2
akrobatisch	1
akrobatische	2
aktiv	6
aktive	2
aktiven	1
aktiver	1
aktivierte	2
akzeptiere	1
akzeptieren	4
al	1
alarmieren	1
alarmierend	1
alarmiert	6
alarmierten	1
albern	17
alberne	5
albernen	7
alberner	1
all	145
alldem	2
alle	1334
alledem	2
allein	365
alleine	102
alleinstehende	1
allem	172
allemal	4
allen	252
aller	88
allerallerbeste	1
allerbesonderste	1
allerbeste	4
allerbesten	10
allerbester	2
allerbestes	1
allerdicksten	1
allerdings	93
allererste	2
allerersten	5
allerfeinsten	2
allergefährlichste	1
allergeheimnisvollsten	1
allergemeinsten	1
allergisch	6
allergräßlichsten	1
allergrößte	6
allergrößten	3
allergrößter	1
allerhand	7
allerhöchste	3
allerhöchsten	1
allerkleinste	2
allerkleinsten	1
allerkürzesten	1
allerlei	11
allerleichteste	1
allerletzte	4
allerletzten	8
allerletzter	3
allerletztes	2
allerliebst	2
allerliebste	2
allerliebsten	6
allerliebster	1
allerliebstes	1
allerlustigsten	1
allermeisten	5
allernetteste	1
alleroberste	1
allerolchigsten	1
allerorten	1
allerschlimmsten	1
allerschönsten	3
allerschönstes	1
allerschrecklichste	1
allerschrecklichsten	2
allerschwersten	2
allerseits	4
allertiefsten	1
allerunterste	1
alleruntersten	1
allerwenigsten	1
allerwunderbarste	1
alles	1121
allesamt	6
allesch	1
allgemein	1
allgemeine	1
allgemeinem	1
allgemeinen	3
allgemeines	1
allmählich	23
alltagspraktisch	1
alltäglich	1
allzeit	1
allzu	17
alphabetisch	1
alpinen	1
als	3157
also	321
alt	178
alt!	1
alte	270
altehrwürdige	1
alteingesessen	1
alteingesessene	1
altem	8
alten	240
alter	63
alters-	1
altersblind	1
altersschwache	1
altersschwacher	1
alterte	1
altes	42
altmodisch	5
altmodischer	2
altmodisches	2
am	2003
amerikanischen	3
amico	1
amo	1
amputiert	1
amüsieren	3
amüsiert	7
an	5663
an-	1
analysieren	2
analysiert	2
anbehalten	2
anbellen	1
anbellte	1
anbetraf	1
anbetteln	1
anbiete	1
anbieten	6
anbietest	1
anbinden	3
anbleibt	1
anblickte	2
anblickten	1
anblieben	1
anblinzelten	1
anbrachte	1
anbräunen	1
anbrechen	1
anbrennen	2
anbricht	2
anbringen	3
andauernd	4
andauerten	1
andächtig	4
andere	456
anderem	9
anderen	1101
anderer	76
anderere	1
andererseits	1
anderes	176
andermal	8
andern	16
anderntags	1
anders	171
andersherum	1
anderswo	7
anderswohin	1
anderthalb	2
andeuten	1
andichtet	1
andre	4
andrehen	1
andren	1
andrer	1
andres	2
andünsten	1
aneinander	27
aneinandergedrängt	1
aneinandergekuschelt	2
anerkennend	12
anfange	2
anfangen	81
anfangs	9
anfasse	1
anfassen	20
anfasst	5
anfauchte	1
anfängt	16
anfertigen	5
anfertigte	2
anfeuerten	1
anfing	25
anfingen	9
anflunkern	1
anfreunden	6
anfrisst	1
anfühlen	1
anfühlte	5
anfühlten	1
anführen	1
anführte	2
anführten	1
angaloppiert	1
angeben	5
angeberisch	2
angebissen	1
angebissene	1
angebissenen	3
angeblich	11
angeblichen	2
angeboren	1
angeboten	8
angebracht	7
angebrann	1
angebrannt	4
angebrannte	1
angebratenes	1
angebraust	2
angebrochen	1
angebrüllt	1
angebunden	6
angebundenen	1
angedonnert	1
angedroht	1
angeekelt	3
angeekelter	1
angefahren	7
angefallen	1
angefangen	49
angefangenen	2
angefasst	4
angefertigt	2
angefeuchtet	1
angeflattert	3
angefleht	2
angefletscht	1
angeflitzt	5
angeflogen	3
angefreundet	1
angefühlt	2
angeführt	2
angefüllt	2
angegammeltes	1
angegangen	1
angegeben	1
angegossen	1
angegriffen	4
angegrinst	1
angeguckt	7
angehabt	2
angehalten	2
angehaltenem	3
angehängt	1
angehechelt	1
angehen	1
angehoben	2
angehört	10
angeht	3
angeklebt	1
angeknabbert	2
angeknickt	1
angeknipst	2
angeknolzt	1
angeknotet	1
angeknurrt	1
angekokelte	1
angekommen	55
angekommenangekommenkommen	1
angekuschelt	1
angekündigt	4
angel	5
angelandet	1
angelangt	12
angelassen	2
angelaufen	19
angelegt	8
angelegten	2
angelehnt	2
angelehnte	1
angeleint	1
angeln	12
angelockt	2
angelogen	6
angelt	6
angelte	3
angemacht	1
angemalt	7
angemeckert	1
angemeldet	6
angemessenen	1
angenagelt	1
angenehm	13
angenehme	3
angenehmen	1
angenehmer	1
angenommen	9
angeordnet	4
angeordneten	1
angepasst	3
angepasste	1
angepflanzt	1
angepinselt	1
angeplatscht	1
angepoltert	1
angerannt	20
angerast	2
angerauscht	1
angeregt	2
angereichert	1
angereist	1
angerichtet	8
angerissen	1
angeritten	1
angerudert	1
angerufen	31
angerührt	2
angesagt	7
angesammelt	1
angesaust	6
angesägte	2
angesäuert	1
angeschaltet	2
angeschaut	7
angeschlendert	1
angeschlichen	3
angeschlittert	1
angeschlossen	2
angeschlurft	1
angeschmiert	1
angeschnauzt	1
angeschnitten	2
angeschrien	2
angeschubst	1
angeschwebt	2
angeschwemmt	3
angeschwindelt	3
angeschwollen	2
angeschwommen	3
angesehen	11
angeseilt	1
angesengt	2
angesengte	1
angesetzt	3
angesichts	2
angespannt	6
angespritzt	1
angesprochen	3
angesprungen	3
angesprüht	1
angestarrt	1
angesteckt	6
angestellt	17
angestochen	1
angestoßen	2
angestrahlt	3
angestrengt	23
angestrichen	1
angestupst	1
angestürmt	1
angestürzt	2
angetan	8
angetaner	1
angetrabt	2
angetreten	1
angetrieben	4
angewachsen	6
angewackelt	1
angewandt	1
angewandten	1
angewärmten	1
angewidert	6
angewiderten	2
angewiesen	1
angewiesene	1
angewinkelten	1
angewöhnen	1
angewöhnt	1
angewurzelt	19
angezeigt	4
angezettelt	1
angezickt	1
angezogen	17
angezündet	3
angibt	1
angießen	1
anging	3
angingen	1
anglotzen	4
anglotzte	1
angreifen	4
angreift	1
angrenzende	1
angrenzte	1
angriffslustig	2
angrinst	1
angst	1
angsterfülltem	1
angstvoll	3
angucken	10
anguckst	1
anguckt	2
anhaben	3
anhalten	12
anhand	2
anhast	2
anhat	3
anhatte	4
anhatten	1
anhält	6
anheben	1
anheftet	1
anherrschte	1
anhielt	2
anhielten	1
anhob	1
anhören	7
anhörte	5
anhörten	1
ankam	23
ankamen	20
ankäme	1
ankern	1
ankert	1
anklagendem	1
anklicken	1
anklopfen	4
anklopft	2
anknipsen	2
anknipst	1
anknipste	1
anknurren	1
anknurrte	1
anknurrten	1
ankommen	20
ankommt	11
ankucken	1
ankündigen	1
ankündigte	1
anlacht	1
anlachte	1
anlassen	1
anlaufen	2
anlächelt	1
anlächelte	1
anlässt	1
anläufst	1
anlegen	9
anlegte	1
anlief	1
anlocken	9
anlügen	3
anmachen	7
anmachte	2
anmalen	7
anmarschiert	1
anmelden	5
anmerken	12
anmischt	1
anmutig	3
ann	2
annagen	1
annähernd	3
annehmen	9
annimmt	1
anno	1
anordnete	1
anpacke	1
anpacken	1
anpackt	1
anpassen	2
anprobieren	1
anprobiert	1
anreden	1
anregen	2
anregenden	1
anrempelten	1
anrichten	3
anrichtet	1
anrief	3
anrollt	2
anröffeln	1
anrufe	1
anrufen	35
anruft	2
anrückte	1
anrühren	2
ans	113
ansagen	2
ansagte	1
ansah	11
ansahen	2
ansammeln	1
ansatzweise	1
ansägen	1
anschaffen	5
anschafft	1
anschaue	2
anschauen	17
anschaun	1
anschaust	1
anschaut	4
anschaute	5
anschauten	1
anscheinend	33
anschickt	1
anschiebt	1
anschleichen	2
anschleichst	1
anschlich	1
anschließen	2
anschließend	12
anschloss	1
anschmiegsam	1
anschreien	3
anschreit	1
anschwindeln	1
ansehen	48
ansehn	1
ansehnliches	1
anseilen	1
ansetzen	4
ansieht	9
ansonsten	6
anspannen	2
anspitzen	1
anspornen	1
ansprach	2
ansprachen	1
ansprechbar	1
ansprechen	1
anspricht	1
anstarren	2
anstarrt	2
anstarrte	4
anstarrten	1
anstatt	11
anständig	4
anständige	5
anständigen	1
anständiger	3
anständiges	1
anstecken	3
ansteckend	10
ansteckende	1
ansteckt	1
ansteigendes	1
anstelle	4
anstellen	16
anstellt	1
anstellte	1
ansteuert	1
anstiert	1
anstieß	1
anstiften	1
anstimmt	1
anstimmte	1
anstoßen	2
anstößt	1
anstreichen	2
anstrenge	2
anstrengen	12
anstrengend	37
anstrengende	1
anstrengenden	5
anstrengender	3
anstrengendsten	2
anstrengst	1
anstrengt	1
anstrengte	1
anstupsen	1
anstupst	2
anstupste	1
antraben	1
antrat	2
antraten	1
antreiben	1
antreten	5
antrieb	2
antritt	1
antue	1
antun	4
antut	2
antworte	13
antworten	44
antwortet	282
antwortete	386
antworteten	10
anvertrauen	1
anvertraut	2
anvertraute	1
anwandte	1
anwenden	1
anwendet	1
anwesend	1
anzeigen	1
anzeigt	1
anziehe	1
anziehen	21
anziehst	1
anzieht	2
anzog	5
anzogen	1
anzubahnen	1
anzublicken	1
anzubringen	1
anzufangen	5
anzufassen	3
anzuführen	1
anzugrapschen	1
anzugreifen	2
anzugrinsen	1
anzugucken	5
anzuhalten	6
anzuheften	1
anzuheuern	1
anzuhören	1
anzukleiden	2
anzuklicken	1
anzuklopfen	4
anzuknabbern	1
anzuknipsen	1
anzukündigen	1
anzulegen	2
anzulocken	4
anzulügen	1
anzumelden	2
anzumerken	1
anzunehmen	3
anzuniesen	1
anzupacken	1
anzupassen	1
anzupflanzen	1
anzupinseln	1
anzuprobieren	1
anzurufen	5
anzurühren	1
anzuschalten	1
anzuschauen	9
anzuschaun	1
anzuschleichen	1
anzuschwellen	1
anzusehen	23
anzuspornen	1
anzusprechen	3
anzuspucken	1
anzustarren	1
anzustecken	2
anzustellen	2
anzustoßen	2
anzustrengen	1
anzutippen	1
anzutreten	3
anzuziehen	10
anzünden	3
anzündete	1
anzweifeln	1
appellieren	1
appetitlich	7
applaudieren	2
applaudiert	2
applaudierte	1
applaudierten	2
apple	1
aprikosenähnlichen	3
arabischen	1
arbeite	6
arbeiten	54
arbeitest	1
arbeitet	37
arbeitete	13
arbeiteten	9
arbeitslos	3
archaischen	1
archäologische	1
are	1
arg	3
argen	1
argwöhnisch	7
arm	12
armdicken	1
arme	41
armen	32
armer	20
armes	8
armlanges	1
armselige	1
arn	2
aromatischer	1
arrarat	1
arrrgh	2
artet	1
artig	9
artige	3
artigsten	1
as	2
asiatischem	1
assistiert	1
aß	47
aßen	38
at	1
atarang	1
atemberaubend	2
atemberaubender	1
atemlos	25
atemlose	1
athletischen	1
atme	1
atmen	35
atmend	2
atmest	2
atmet	26
atmete	46
atmeten	8
atschi	1
attraktive	1
au	8
aua	1
auch	4243
auf	9560
auf-	10
aufatmen	1
aufbauen	6
aufbaute	1
aufbessern	1
aufbewahren	2
aufbewahrt	8
aufbewahrte	3
aufbiegt	1
aufbinden	1
aufblasen	4
aufblähte	2
aufbleiben	7
aufblickte	1
